Id,Rol,Sexo,Edad,Cantidad víctimas,Fecha,Año,Mes,Día,Hora completa,Hora,Tipo de calle,Calle,Cruce,Lugar del hecho,Comuna,XY (CABA),Latitud,Longitud,Participantes,Víctima,Acusado,Rango etario
2019-0085,CICLISTA,MASCULINO,20,1,2019-10-09,2019,10,9,22:18:00,22,CALLE,CARDOSO,Si,CARDOSO y BACACAY,10,Point (97311.79828581 99453.65686299),-34.63419130,-58.49261744,BICICLETA-TREN,BICICLETA,TREN,JOVENES
2019-0086,CONDUCTOR,MASCULINO,29,1,2019-10-15,2019,10,15,14:10:00,14,AVENIDA,CORRIENTES AV.,No,CORRIENTES AV. 6700,15,Point (100960.33601283 104532.07598431),-34.58841560,-58.45283186,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2019-0087,CONDUCTOR,MASCULINO,41,1,2019-10-21,2019,10,21,21:00:00,21,AVENIDA,ALVAREZ THOMAS AV.,Si,ALVAREZ THOMAS AV. y MENDOZA,12,Point (98491.73236150 106110.45743791),-34.57418656,-58.47973681,MOTO-MOTO,MOTO,MOTO,ADULTOS
2019-0088,PEATON,MASCULINO,27,1,2019-10-22,2019,10,22,20:00:00,20,AVENIDA,"ALCORTA, AMANCIO AV.",Si,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,Point (105230.98315750 97613.97258373),-34.65076549,-58.40623949,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2019-0089,PEATON,FEMENINO,92,1,2019-10-23,2019,10,23,15:45:00,15,AVENIDA,"BROWN, ALTE. AV.",Si,"BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4,Point (109247.85081573 99794.76658137),-34.63107887,-58.36244648,PEATON-CARGAS,PEATON,CARGAS,ANCIANOS
2019-0090,PEATON,MASCULINO,67,1,2019-10-24,2019,10,24,18:26:00,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",No,"ALBERDI, JUAN BAUTISTA AV. 5455",9,Point (96669.91669285 97846.12432372),-34.64868027,-58.49962423,PEATON-MOTO,PEATON,MOTO,ADULTOS MAYORES
2019-0091,PEATON,MASCULINO,35,1,2019-11-01,2019,11,1,20:50:00,20,AVENIDA,"JUSTO, JUAN B. AV.",Si,"JUSTO, JUAN B. AV. y CAMARGO",15,Point (101631.52816900 103735.20218464),-34.59559816,-58.44551437,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2019-0092,PEATON,MASCULINO,37,1,2019-11-03,2019,11,3,10:30:00,10,CALLE,"BRIN, MINISTRO",Si,"BRIN, MINISTRO y SUAREZ",4,Point (109831.09861352 99447.57530396),-34.63420319,-58.35608181,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2019-0093,CICLISTA,MASCULINO,16,1,2019-11-13,2019,11,13,11:50:00,11,AVENIDA,NIZA,Si,"NIZA y JUSTO, JUAN B. AV.",11,Point (99859.01807773 102240.12407554),-34.60907662,-58.46483679,BICICLETA-OTRO,BICICLETA,OTRO,JOVENES
2019-0094,PASAJERO_ACOMPAÑANTE,FEMENINO,50,1,2019-11-18,2019,11,18,14:00:00,14,CALLE,CAMARGO,Si,CAMARGO y SERRANO,15,Point (101799.19412891 103552.67600212),-34.59724326,-58.44368628,MOTO-OTRO,MOTO,OTRO,ADULTOS
2019-0095,CONDUCTOR,MASCULINO,39,1,2019-11-20,2019,11,20,15:30:00,15,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,No,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,Point (107762.62066755 100018.90176184),-34.62907067,-58.37864583,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2019-0096,PEATON,MASCULINO,73,1,2019-11-22,2019,11,22,19:33:00,19,AVENIDA,CASEROS AV.,Si,CASEROS AV. y PIEDRAS,1,Point (108041.76772318 100219.10582069),-34.62726382,-58.37560352,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2019-0097,PASAJERO_ACOMPAÑANTE,FEMENINO,23,1,2019-11-25,2019,11,25,08:50:00,8,AUTOPISTA,AUTOPISTA PERITO MORENO,No,AUTOPISTA PERITO MORENO KM. 5.6,9,Point (98724.36593359 97905.39654686),-34.64815069,-58.47721439,MULTIPLE,MOTO,MULTIPLE,JOVENES
2019-0098,PASAJERO_ACOMPAÑANTE,FEMENINO,61,1,2019-11-25,2019,11,25,14:00:00,14,AVENIDA,GUZMAN,No,GUZMAN 365,15,Point (101097.15913487 104373.72916577),-34.58984288,-58.45134029,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,ADULTOS MAYORES
2019-0100,CONDUCTOR,MASCULINO,38,1,2019-12-05,2019,12,5,17:30:00,17,AVENIDA,DE LOS CONSTITUYENTES AV.,No,DE LOS CONSTITUYENTES AV. 4300,12,Point (97512.85370485 105056.21473822),-34.58368803,-58.49040794,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0101,CONDUCTOR,MASCULINO,25,1,2019-12-17,2019,12,17,04:20:00,4,AVENIDA,"MORENO, PERITO AV.",Si,"MORENO, PERITO AV. y TILCARA AV.",4,Point (103875.40694167 97709.33732832),-34.64991178,-58.42102679,MOTO-MOTO,MOTO,MOTO,JOVENES
2019-0102,CONDUCTOR,MASCULINO,18,1,2019-12-17,2019,12,17,14:30:00,14,CALLE,IBARROLA,Si,"IBARROLA y GORDILLO, TIMOTEO",9,Point (94600.31582329 98648.40911008),-34.64143926,-58.52219407,MOTO-AUTO,MOTO,AUTO,JOVENES
2019-0103,CONDUCTOR,MASCULINO,24,1,2019-12-18,2019,12,18,09:00:00,9,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y GRIVEO",11,Point (94643.11254058 103831.57115061),-34.59471640,-58.52169422,MOTO-MOTO,MOTO,MOTO,JOVENES
2019-0104,PASAJERO_ACOMPAÑANTE,FEMENINO,23,1,2019-12-21,2019,12,21,04:25:00,4,AVENIDA,RIVADAVIA AV.,Si,RIVADAVIA AV. y PERGAMINO,10,Point (98963.45381519 99690.23941640),-34.63206174,-58.47460416,MOTO-AUTO,MOTO,AUTO,JOVENES
2020-0001,PEATON,FEMENINO,87,1,2020-01-04,2020,1,4,10:40:00,10,CALLE,URIARTE,Si,URIARTE y LOYOLA,15,Point (102219.66522967 104119.42339682),-34.59213355,-58.43910409,PEATON-AUTO,PEATON,AUTO,ANCIANOS
2020-0002,CONDUCTOR,MASCULINO,36,1,2020-01-05,2020,1,5,20:00:00,20,AVENIDA,SARAZA,Si,SARAZA y VARELA AV.,7,Point (101201.50959665 98092.52358781),-34.64646409,-58.45019436,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2020-0003,PEATON,MASCULINO,44,1,2020-01-11,2020,1,11,06:00:00,6,AVENIDA,RIVADAVIA AV.,Si,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,Point (106413.35913221 102215.84332055),-34.60927582,-58.39337644,PEATON-AUTO,PEATON,AUTO,ADULTOS
2020-0004,PEATON,MASCULINO,82,1,2020-01-14,2020,1,14,21:40:00,21,AVENIDA,RODRIGUEZ PE?A,Si,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,1,Point (106672.04348602 102224.86809233),-34.60919284,-58.39055614,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2020-0005,CONDUCTOR,MASCULINO,25,1,2020-01-14,2020,1,14,06:00:00,6,AVENIDA,24 DE NOVIEMBRE,Si,24 DE NOVIEMBRE y SAN JUAN AV.,3,Point (104853.84131654 100497.93573387),-34.62477021,-58.41036975,MOTO-PASAJEROS,MOTO,PASAJEROS,JOVENES
2020-0006,CONDUCTOR,MASCULINO,23,1,2020-01-20,2020,1,20,12:55:00,12,AVENIDA,LAFUENTE AV.,No,LAFUENTE AV. 2250,8,Point (101287.27262066 97242.60480808),-34.65412546,-58.44925765,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2020-0007,PEATON,MASCULINO,52,1,2020-01-27,2020,1,27,00:37:00,0,CALLE,CHILE,Si,CHILE y LIMA,1,Point (107495.74012081 101415.07897373),-34.61648696,-58.38156850,PEATON-MOTO,PEATON,MOTO,ADULTOS MAYORES
2020-0008,CONDUCTOR,MASCULINO,49,1,2020-01-30,2020,1,30,07:10:00,7,AVENIDA,CORDOBA AV.,Si,"CORDOBA AV. y JAURES, JEAN",2,Point (105198.52795163 103462.44828321),-34.59804521,-58.40662899,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2020-0009,PEATON,MASCULINO,48,1,2020-02-04,2020,2,4,14:50:00,14,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL",Si,"PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,Point (103984.76403716 102579.64869142),-34.60600850,-58.41985649,PEATON-AUTO,PEATON,AUTO,ADULTOS
2020-0010,CONDUCTOR,MASCULINO,39,1,2020-02-08,2020,2,8,05:45:00,5,AVENIDA,9 DE JULIO AV.,Si,9 DE JULIO AV. y SAN JUAN AV.,1,Point (107547.52290950 100786.86705692),-34.62214953,-58.38099833,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2020-0011,CONDUCTOR,MASCULINO,31,1,2020-02-12,2020,2,12,11:29:00,11,CALLE,COLOMBRES,No,COLOMBRES 466,5,Point (104151.41161599 101223.60584703),-34.61823178,-58.41803309,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2020-0012,PEATON,FEMENINO,66,1,2020-02-18,2020,2,18,21:00:00,21,CALLE,MEXICO,No,MEXICO 2860,3,Point (105251.32172099 101267.01010190),-34.61783553,-58.40604003,PEATON-MOTO,PEATON,MOTO,ADULTOS MAYORES
2020-0013,PEATON,FEMENINO,58,1,2020-02-20,2020,2,20,12:00:00,12,AVENIDA,COMBATIENTES DE MALVINAS AV.,Si,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,Point (98880.64164625 105472.20084776),-34.57994061,-58.47549929,PEATON-MOTO,PEATON,MOTO,ADULTOS MAYORES
2020-0014,CONDUCTOR,MASCULINO,39,1,2020-02-27,2020,2,27,02:14:00,2,CALLE,BERMUDEZ,Si,BERMUDEZ y NOGOYA,11,Point (95351.54075716 101470.48982187),-34.61600366,-58.51398484,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2020-0015,CONDUCTOR,MASCULINO,29,1,2020-02-28,2020,2,28,14:30:00,14,AVENIDA,BRASIL AV.,Si,BRASIL AV. y PASEO COLON AV.,1,Point (108741.48238670 100448.08502809),-34.62519403,-58.36797542,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2020-0016,PEATON,MASCULINO,68,1,2020-02-29,2020,2,29,13:00:00,13,AVENIDA,"ALEM, LEANDRO N. AV.",No,"ALEM, LEANDRO N. AV. 770",1,Point (108435.94625268 103377.11105009),-34.59879316,-58.37133616,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2020-0017,PEATON,MASCULINO,39,1,2020-03-05,2020,3,5,23:00:00,23,AVENIDA,BELGRANO AV.,Si,BELGRANO AV. y RINCON,3,Point (106159.7089575 101676.89316862),-34.61413568,-58.39613805,PEATON-AUTO,PEATON,AUTO,ADULTOS
2020-0018,CONDUCTOR,MASCULINO,31,1,2020-03-09,2020,3,9,14:00:00,14,AVENIDA,"UDAONDO, GUILLERMO AV.",No,"UDAONDO, GUILLERMO AV. 901",13,Point (101309.75947342 109680.73260642),-34.54200276,-58.44903073,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2020-0019,PEATON,FEMENINO,80,1,2020-03-10,2020,3,10,21:00:00,21,CALLE,CONSTITUCION,Si,CONSTITUCION y CASTRO,5,Point (103995.88773205 100088.27591278),-34.62846670,-58.41972364,PEATON-AUTO,PEATON,AUTO,ANCIANOS
2020-0020,PEATON,FEMENINO,74,1,2020-03-13,2020,3,13,17:30:00,17,AVENIDA,PUEYRREDON AV.,Si,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,Point (105281.81064188 102627.51469425),-34.60557123,-58.40571596,PEATON-MOTO,PEATON,MOTO,ANCIANOS
2020-0021,PEATON,FEMENINO,87,1,2020-03-14,2020,3,14,16:50:00,16,CALLE,"BRAVO, MARIO",No,"BRAVO, MARIO 1279",2,Point (104475.21054309 103813.59469342),-34.59488319,-58.41451590,PEATON-AUTO,PEATON,AUTO,ANCIANOS
2020-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,44,1,2020-04-07,2020,4,7,06:15:00,6,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Si,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,Point (99113.17852207 96319.06728520),-34.66245085,-58.47297505,AUTO-CARGAS,AUTO,CARGAS,ADULTOS
2020-0023,CONDUCTOR,MASCULINO,44,1,2020-04-09,2020,4,9,18:42:00,18,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",Si,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,Point (109662.97469484 99142.83907419),-34.63695178,-58.35791192,AUTO-CARGAS,AUTO,CARGAS,ADULTOS
2020-0024,CONDUCTOR,MASCULINO,53,1,2020-04-24,2020,4,24,07:58:00,7,CALLE,MURGUIONDO,No,MURGUIONDO 1339,9,Point (95900.63845367 97502.71514770),-34.65177305,-58.50801713,AUTO-AUTO,AUTO,AUTO,ADULTOS MAYORES
2020-0025,PEATON,MASCULINO,39,1,2020-05-12,2020,5,12,05:35:00,5,AVENIDA,RIVADAVIA AV.,No,RIVADAVIA AV. 2551,3,Point (105568.73999229 102163.66359236),-34.60975108,-58.40258477,PEATON-AUTO,PEATON,AUTO,ADULTOS
2020-0026,CONDUCTOR,MASCULINO,28,1,2020-05-17,2020,5,17,06:40:00,6,AUTOPISTA,"LUGONES, LEOPOLDO AV.",No,"LUGONES, LEOPOLDO AV. KM 6,1",14,0,0,0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2020-0027,PEATON,MASCULINO,76,1,2020-05-18,2020,5,18,08:00:00,8,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",Si,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,Point (98224.62123059 93867.97738800),-34.68454456,-58.48267426,PEATON-CARGAS,PEATON,CARGAS,ANCIANOS
2020-0028,PEATON,MASCULINO,91,1,2020-05-19,2020,5,19,10:00:00,10,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",Si,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,Point (101908.88028543 103000.62674037),-34.60221948,-58.44248936,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2020-0029,PEATON,MASCULINO,80,1,2020-06-10,2020,6,10,14:00:00,14,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,Point (93967.75484753 98933.33634522),-34.63886726,-58.52909134,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2020-0030,CONDUCTOR,MASCULINO,40,1,2020-06-16,2020,6,16,15:00:00,15,AVENIDA,SAN MARTIN AV.,No,SAN MARTIN AV. 1550,6,Point (101074.10089886 102529.69706887),-34.60646580,-58.45158942,MULTIPLE,MOTO,MULTIPLE,ADULTOS
2020-0031,CONDUCTOR,MASCULINO,29,1,2020-06-30,2020,6,30,08:00:00,8,AVENIDA,"GARZON, EUGENIO, GRAL. AV.",Si,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,Point (97236.89442427 96825.16279174),-34.65788529,-58.49344309,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2020-0032,CONDUCTOR,MASCULINO,21,1,2020-07-10,2020,7,10,23:00:00,23,AVENIDA,CORRIENTES AV.,Si,CORRIENTES AV. y SERRANO,15,Point (101899.62680853 103651.59621952),-34.59635137,-58.44259166,MOTO-AUTO,MOTO,AUTO,JOVENES
2020-0033,CONDUCTOR,MASCULINO,32,1,2020-07-19,2020,7,19,06:25:00,6,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,Point (99620.34936816 110483.29286598),-34.53476874,-58.46743471,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2020-0034,PEATON,FEMENINO,50,1,2020-08-02,2020,8,2,03:20:00,3,CALLE,"MITRE, BARTOLOME",Si,"MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,Point (104725.24275395 102222.75498861),-34.60922259,-58.41178158,PEATON-AUTO,PEATON,AUTO,ADULTOS
2020-0035,CONDUCTOR,MASCULINO,40,1,2020-08-04,2020,8,4,05:30:00,5,AUTOPISTA,AUTOPISTA 25 DE MAYO,No,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,Point (101156.55025059 99210.16912341),-34.63638927,-58.45068621,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2020-0036,PEATON,MASCULINO,72,1,2020-08-07,2020,8,7,18:40:00,18,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",Si,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,Point (103956.90165674 104600.93056775),-34.58778790,-58.42016954,PEATON-MOTO,PEATON,MOTO,ANCIANOS
2020-0037,PEATON,MASCULINO,38,1,2020-08-29,2020,8,29,04:30:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Si,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,Point (102273.01728657 97084.66236498),-34.65554754,-58.43850413,PEATON-AUTO,PEATON,AUTO,ADULTOS
2020-0038,CONDUCTOR,MASCULINO,46,2,2020-08-30,2020,8,30,04:00:00,4,AVENIDA,LAS HERAS GENERAL AV.,Si,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,Point (105241.05562982 105080.52102657),-34.58345898,-58.40617526,AUTO-AUTO,AUTO,AUTO,ADULTOS
2020-0038,CONDUCTOR,MASCULINO,64,2,2020-08-30,2020,8,30,04:00:00,4,AVENIDA,LAS HERAS GENERAL AV.,Si,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,Point (105241.05562982 105080.52102657),-34.58345898,-58.40617526,AUTO-AUTO,AUTO,AUTO,ADULTOS MAYORES
2020-0039,PEATON,MASCULINO,44,1,2020-09-01,2020,9,1,19:17:42,19,CALLE,MURGUIONDO,No,MURGUIONDO,9,0,0,0,PEATON-CARGAS,PEATON,CARGAS,ADULTOS
2020-0040,CONDUCTOR,MASCULINO,39,1,2020-09-12,2020,9,12,03:30:00,3,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",Si,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,Point (107160.34141948 105678.38284277),-34.57805810,-58.38526125,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2020-0041,CONDUCTOR,MASCULINO,34,1,2020-09-28,2020,9,28,01:45:00,1,AVENIDA,CURAPALIGUE,Si,"CURAPALIGUE y PERON, EVA AV.",7,Point (101448.28844783 99373.44893645),-34.63491705,-58.44750470,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2020-0042,PEATON,FEMENINO,53,1,2020-09-29,2020,9,29,17:10:00,17,AVENIDA,"DIAZ, ANA",Si,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,Point (99619.02595373 94158.58480023),-34.68192648,-58.46745752,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2020-0043,PEATON,MASCULINO,64,1,2020-09-30,2020,9,30,17:20:00,17,AVENIDA,"ALEM, LEANDRO N. AV.",Si,"ALEM, LEANDRO N. AV. y PARAGUAY",1,Point (108372.80843298 103556.18483992),-34.59717942,-58.37202621,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2020-0044,CONDUCTOR,MASCULINO,43,1,2020-10-05,2020,10,5,00:20:00,0,AVENIDA,LA PLATA AV.,Si,LA PLATA AV. e INDEPENDENCIA AV.,6,Point (103255.81315650 100797.78656418),-34.62207347,-58.42779702,AUTO-AUTO,AUTO,AUTO,ADULTOS
2020-0045,CONDUCTOR,MASCULINO,50,1,2020-10-19,2020,10,19,03:00:00,3,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,Point (100077.95205948 91571.23307293),-34.70524971,-58.46244952,AUTO-CARGAS,AUTO,CARGAS,ADULTOS
2020-0046,CONDUCTOR,MASCULINO,41,1,2020-10-27,2020,10,27,21:00:00,21,AVENIDA,NAZCA AV.,Si,"NAZCA AV. y CARRANZA, ADOLFO P.",11,Point (98064.49909649 102385.10228515),-34.60776782,-58.48440160,MOTO-MOTO,MOTO,MOTO,ADULTOS
2020-0047,PEATON,MASCULINO,15,1,2020-10-27,2020,10,27,14:00:00,14,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,Si,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,Point (99689.80114953 97506.41939342),-34.65174801,-58.46668375,PEATON-CARGAS,PEATON,CARGAS,INFANTES
2020-0048,CONDUCTOR,MASCULINO,41,1,2020-10-29,2020,10,29,20:20:00,20,AVENIDA,DORREGO AV.,No,DORREGO AV. 614,15,Point (101257.88680240 103998.57805569),-34.59322448,-58.44958780,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2020-0049,PEATON,MASCULINO,36,1,2020-10-30,2020,10,30,20:00:00,20,AVENIDA,DEL LIBERTADOR AV.,Si,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,Point (108069.68986814 104046.20018024),-34.59276462,-58.37533517,PEATON-AUTO,PEATON,AUTO,ADULTOS
2020-0050,PEATON,FEMENINO,28,1,2020-11-01,2020,11,1,22:00:00,22,AVENIDA,SANTA FE AV.,Si,SANTA FE AV. y GODOY CRUZ,14,Point (103490.75904616 105613.31878847),-34.57866344,-58.42525456,PEATON-MOTO,PEATON,MOTO,ADULTOS
2020-0051,CONDUCTOR,MASCULINO,49,1,2020-11-05,2020,11,5,00:40:00,0,AVENIDA,AVELLANEDA AV.,Si,AVELLANEDA AV. y MERCEDES,10,Point (98015.81258802 99939.73589695),-34.62981124,-58.48493828,MOTO-AUTO,MOTO,AUTO,ADULTOS
2020-0052,CICLISTA,MASCULINO,44,1,2020-11-07,2020,11,7,06:50:00,6,AVENIDA,TUCUMAN,Si,TUCUMAN y PUEYRREDON AV.,3,Point (105365.60153004 103041.51356366),-34.60183884,-58.40480504,BICICLETA-CARGAS,BICICLETA,CARGAS,ADULTOS
2020-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,27,1,2020-11-09,2020,11,9,03:30:00,3,AVENIDA,"ALCORTA, AMANCIO AV.",Si,"ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,Point (104770.59856807 97235.72066953),-34.65417740,-58.41125934,AUTO-AUTO,AUTO,AUTO,ADULTOS
2020-0054,CICLISTA,MASCULINO,59,1,2020-11-19,2020,11,19,09:00:00,9,CALLE,INCLAN,Si,INCLAN y ALBERTI,4,Point (105844.27941538 99942.63399522),-34.62977080,-58.39956546,BICICLETA-AUTO,BICICLETA,AUTO,ADULTOS MAYORES
2020-0055,PEATON,MASCULINO,91,1,2020-11-19,2020,11,19,12:30:00,12,AVENIDA,OLAZABAL AV.,No,OLAZABAL AV. 5437,12,Point (97544.91851020 105610.70316243),-34.57868970,-58.49005682,PEATON-CARGAS,PEATON,CARGAS,ANCIANOS
2020-0056,CONDUCTOR,FEMENINO,34,1,2020-11-21,2020,11,21,13:00:00,13,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,Point (99327.01838497 92326.91130631),-34.69843756,-58.47064556,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2020-0057,PEATON,MASCULINO,84,1,2020-11-23,2020,11,23,07:45:00,7,AVENIDA,NAZCA AV.,Si,"NAZCA AV. y VIALE, LUIS",11,Point (98925.55646359 101088.30104271),-34.61945902,-58.47501560,PEATON-AUTO,PEATON,AUTO,ANCIANOS
2020-0058,PEATON,MASCULINO,57,1,2020-11-24,2020,11,24,16:00:00,16,AVENIDA,OLIVERA AV.,Si,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,Point (97801.31825511 99194.93911759),-34.63652467,-58.48727942,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2020-0059,PEATON,FEMENINO,49,1,2020-12-01,2020,12,1,06:35:00,6,CALLE,BRASIL,No,BRASIL 1100,1,Point (107682.84851121 100144.13011242),-34.62794241,-58.37951690,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2020-0060,PEATON,FEMENINO,69,1,2020-12-03,2020,12,3,20:30:00,20,AVENIDA,HOMERO,Si,"HOMERO y PERON, EVA AV.",9,Point (98697.55944704 96954.54248093),-34.65672199,-58.47750832,PEATON-MOTO,PEATON,MOTO,ADULTOS MAYORES
2020-0061,CONDUCTOR,MASCULINO,45,1,2020-12-03,2020,12,3,14:40:00,14,AUTOPISTA,"CANTILO, INT.",Si,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,Point (101287.58627255 109848.96522762),-34.54048625,-58.44927253,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2020-0062,CICLISTA,MASCULINO,47,1,2020-12-04,2020,12,4,17:19:00,17,CALLE,MORENO,No,MORENO 1845,3,Point (106496.91403350 101854.18791210),-34.61253541,-58.39246272,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,ADULTOS
2020-0063,PEATON,MASCULINO,38,2,2020-12-05,2020,12,5,07:10:00,7,CALLE,NUEVA YORK,Si,NUEVA YORK y ALTA GRACIA,11,Point (94080.62190808 102083.62453795),-34.61047001,-58.52783814,PEATON_MOTO,PEATON,MOTO,ADULTOS
2020-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2,2020-12-05,2020,12,5,07:10:00,7,CALLE,NUEVA YORK,Si,NUEVA YORK y ALTA GRACIA,11,Point (94080.62190808 102083.62453795),-34.61047001,-58.52783814,PEATON_MOTO,PEATON,MOTO,JOVENES
2020-0065,CONDUCTOR,MASCULINO,24,1,2020-12-05,2020,12,5,16:00:00,16,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,Point (97243.88021302 108974.21974638),-34.54836855,-58.49332664,MOTO-AUTO,MOTO,AUTO,JOVENES
2020-0066,CONDUCTOR,MASCULINO,27,1,2020-12-07,2020,12,7,04:30:00,4,AUTOPISTA,AUTOPISTA PERITO MORENO,No,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,Point (96471.01552298 99259.49298489),-34.63593897,-58.50178784,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2020-0067,PEATON,MASCULINO,51,1,2020-12-11,2020,12,11,22:00:00,22,AVENIDA,SAENZ AV.,Si,SAENZ AV. y BEAZLEY,4,Point (104283.01090451 97171.08656182),-34.65476216,-58.41657793,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2020-0068,CONDUCTOR,MASCULINO,71,1,2020-12-12,2020,12,12,20:30:00,20,AVENIDA,DEL LIBERTADOR AV.,Si,DEL LIBERTADOR AV. y AUSTRIA,2,Point (106054.02111991 105122.19678820),-34.58307887,-58.39731474,MOTO-AUTO,MOTO,AUTO,ANCIANOS
